Hubs		Lower bound		Best objective function
[0,1,3,15,16]		97851.8271465342		90432.41685369214
[0,1,3,15,17]		98705.01748523659		90432.41685369214
[0,1,3,15,18]		96532.98050114102		90432.41685369214
[0,1,3,15,19]		94332.76624151802		90432.41685369214
[0,1,3,16,17]		93988.09899469762		90432.41685369214
[0,1,3,16,18]		94774.17714370895		90432.41685369214
[0,1,3,16,19]		91636.02052939999		90432.41685369214
[0,1,3,17,18]		93372.71546789948		90432.41685369214
[0,1,3,17,19]		90474.8533734653		90432.41685369214
[0,1,3,18,19]		88723.6292113783		89800.23993895804
[0,1,4,5,6]		108712.7300992935		89800.23993895804
[0,1,4,5,7]		95173.45578092018		89800.23993895804
[0,1,4,5,8]		106780.69414366664		89800.23993895804
[0,1,4,5,9]		105973.19701450945		89800.23993895804
[0,1,4,5,10]		105040.63206871218		89800.23993895804
[0,1,4,5,11]		93409.30665219178		89800.23993895804
[0,1,4,5,12]		96445.9664484229		89800.23993895804
[0,1,4,5,13]		98358.97835933215		89800.23993895804
[0,1,4,5,14]		108026.4350326225		89800.23993895804
[0,1,4,5,15]		107539.89774098874		89800.23993895804
[0,1,4,5,16]		97320.65352058012		89800.23993895804
[0,1,4,5,17]		95173.45578092015		89800.23993895804
[0,1,4,5,18]		95150.00450819382		89800.23993895804
[0,1,4,5,19]		105382.28360550411		89800.23993895804
[0,1,4,6,7]		107348.93446349836		89800.23993895804
[0,1,4,6,8]		119644.38727224256		89800.23993895804
[0,1,4,6,9]		113863.09786957152		89800.23993895804
[0,1,4,6,10]		111408.76606868382		89800.23993895804
[0,1,4,6,11]		102207.86811803817		89800.23993895804
[0,1,4,6,12]		110001.04061498132		89800.23993895804
[0,1,4,6,13]		111747.38565732464		89800.23993895804
[0,1,4,6,14]		131754.52655261627		89800.23993895804
[0,1,4,6,15]		127521.63617810849		89800.23993895804
[0,1,4,6,16]		107553.95922933795		89800.23993895804
[0,1,4,6,17]		107348.93446349833		89800.23993895804
[0,1,4,6,18]		107702.43227675327		89800.23993895804
[0,1,4,6,19]		107250.37902680351		89800.23993895804
[0,1,4,7,8]		98420.64537960719		89800.23993895804
[0,1,4,7,9]		95180.98446057191		89800.23993895804
[0,1,4,7,10]		96131.82694022033		89800.23993895804
[0,1,4,7,11]		100434.19494767458		89800.23993895804
[0,1,4,7,12]		98842.99931162538		89800.23993895804
[0,1,4,7,13]		106665.37432701446		89800.23993895804
[0,1,4,7,14]		106768.40250976325		89800.23993895804
[0,1,4,7,15]		106164.62396013278		89800.23993895804
[0,1,4,7,16]		97456.69833731953		89800.23993895804
[0,1,4,7,17]		107913.22692293323		89800.23993895804
[0,1,4,7,18]		97492.42544981558		89800.23993895804
[0,1,4,7,19]		92475.29824019127		89800.23993895804
[0,1,4,8,9]		114327.94975279312		89800.23993895804
[0,1,4,8,10]		110450.74405425761		89800.23993895804
[0,1,4,8,11]		95625.6622792569		89800.23993895804
[0,1,4,8,12]		102114.77224884907		89800.23993895804
[0,1,4,8,13]		102512.65651471203		89800.23993895804
[0,1,4,8,14]		118930.28407868836		89800.23993895804
[0,1,4,8,15]		115770.9773409645		89800.23993895804
[0,1,4,8,16]		102184.49661942318		89800.23993895804
[0,1,4,8,17]		98420.64537960716		89800.23993895804
[0,1,4,8,18]		100416.88995051815		89800.23993895804
[0,1,4,8,19]		107120.65940442399		89800.23993895804
[0,1,4,9,10]		108807.72992855565		89800.23993895804
[0,1,4,9,11]		92948.34918359117		89800.23993895804
[0,1,4,9,12]		98505.19974462636		89800.23993895804
[0,1,4,9,13]		99091.68752043338		89800.23993895804
[0,1,4,9,14]		113420.20538795044		89800.23993895804
[0,1,4,9,15]		111014.81881018751		89800.23993895804
[0,1,4,9,16]		99482.01708784819		89800.23993895804
[0,1,4,9,17]		95180.98446057191		89800.23993895804
[0,1,4,9,18]		96738.94902633733		89800.23993895804
[0,1,4,9,19]		106991.44649347547		89800.23993895804
[0,1,4,10,11]		94041.8938641532		89800.23993895804
[0,1,4,10,12]		99783.30516931962		89800.23993895804
[0,1,4,10,13]		99563.26693478198		89800.23993895804
[0,1,4,10,14]		110802.29922684512		89800.23993895804
[0,1,4,10,15]		108628.23322670287		89800.23993895804
[0,1,4,10,16]		101041.99335881049		89800.23993895804
[0,1,4,10,17]		96131.82694022033		89800.23993895804
[0,1,4,10,18]		98231.05561278114		89800.23993895804
[0,1,4,10,19]		106044.00372526082		89800.23993895804
[0,1,4,11,12]		98433.35055010395		89800.23993895804
[0,1,4,11,13]		102294.78177128486		89800.23993895804
[0,1,4,11,14]		101935.66712531901		89800.23993895804
[0,1,4,11,15]		101206.10493098253		89800.23993895804
[0,1,4,11,16]		97007.08212619254		89800.23993895804
[0,1,4,11,17]		100434.19494767455		89800.23993895804
[0,1,4,11,18]		97550.08733776122		89800.23993895804
[0,1,4,11,19]		90781.47345349353		89800.23993895804
[0,1,4,12,13]		103342.20538809258		89800.23993895804
[0,1,4,12,14]		109635.86894822548		89800.23993895804
[0,1,4,12,15]		107281.72248510069		89800.23993895804
[0,1,4,12,16]		103395.37257720511		89800.23993895804
[0,1,4,12,17]		98842.99931162535		89800.23993895804
[0,1,4,12,18]		108274.9269594801		89800.23993895804
[0,1,4,12,19]		95207.9047198317		89800.23993895804
[0,1,4,13,14]		111541.10116652132		89800.23993895804
[0,1,4,13,15]		110378.12905199961		89800.23993895804
[0,1,4,13,16]		101472.92200081298		89800.23993895804
[0,1,4,13,17]		106665.37432701442		89800.23993895804
[0,1,4,13,18]		102011.44256863603		89800.23993895804
[0,1,4,13,19]		95861.22058441947		89800.23993895804
[0,1,4,14,15]		126934.40203714871		89800.23993895804
[0,1,4,14,16]		107074.193327774		89800.23993895804
[0,1,4,14,17]		106768.40250976324		89800.23993895804
[0,1,4,14,18]		107170.25296052254		89800.23993895804
[0,1,4,14,19]		106693.615897518		89800.23993895804
[0,1,4,15,16]		105137.20976170019		89800.23993895804
[0,1,4,15,17]		106164.62396013278		89800.23993895804
[0,1,4,15,18]		105361.09905085823		89800.23993895804
[0,1,4,15,19]		105368.62524908283		89800.23993895804
[0,1,4,16,17]		97456.69833731947		89800.23993895804
[0,1,4,16,18]		102494.9955247032		89800.23993895804
[0,1,4,16,19]		96578.5011852088		89800.23993895804
[0,1,4,17,18]		97492.42544981555		89800.23993895804
[0,1,4,17,19]		92475.29824019127		89800.23993895804
[0,1,4,18,19]		93743.82180307341		89800.23993895804
[0,1,5,6,7]		96415.38722160879		89800.23993895804
[0,1,5,6,8]		111529.34334360772		89800.23993895804
[0,1,5,6,9]		110415.67727404184		89800.23993895804
[0,1,5,6,10]		109717.32716087079		89800.23993895804
[0,1,5,6,11]		95298.63528771773		89800.23993895804
[0,1,5,6,12]		100260.3308851966		89800.23993895804
[0,1,5,6,13]		100117.83450655076		89800.23993895804
[0,1,5,6,14]		112315.50230895814		89800.23993895804
[0,1,5,6,15]		112210.73741188039		89800.23993895804
[0,1,5,6,16]		101494.19031875752		89800.23993895804
[0,1,5,6,17]		96415.38722160879		89800.23993895804
[0,1,5,6,18]		98724.73581963562		89800.23993895804
[0,1,5,6,19]		109793.79198635375		89800.23993895804
[0,1,5,7,8]		94368.62448618082		89800.23993895804
[0,1,5,7,9]		93586.1021252071		89800.23993895804
[0,1,5,7,10]		93203.20066582652		89800.23993895804
[0,1,5,7,11]		92368.59373698423		89800.23993895804
[0,1,5,7,12]		90420.73540380469		89800.23993895804
[0,1,5,7,13]		95733.00086427321		89800.23993895804
[0,1,5,7,14]		95565.9318051061		89800.23993895804
[0,1,5,7,15]		95803.97970387166		89800.23993895804
[0,1,5,7,16]		90913.25702424425		89800.23993895804
[0,1,5,7,17]		96967.45059912764		89800.23993895804
[0,1,5,7,18]		89575.08694802833		89800.23993895804
[0,1,5,7,19]		93113.06965628412		89800.23993895804
[0,1,5,8,9]		111292.29687066417		89800.23993895804
[0,1,5,8,10]		109398.6205120031		89800.23993895804
[0,1,5,8,11]		93596.88927112812		89800.23993895804
[0,1,5,8,12]		98944.1055984663		89800.23993895804
[0,1,5,8,13]		98281.10478985454		89800.23993895804
[0,1,5,8,14]		109951.72939767975		89800.23993895804
[0,1,5,8,15]		110595.59331582468		89800.23993895804
[0,1,5,8,16]		100356.30895887715		89800.23993895804
[0,1,5,8,17]		94368.6244861808		89800.23993895804
[0,1,5,8,18]		97327.97369869551		89800.23993895804
[0,1,5,8,19]		110036.60014601762		89800.23993895804
[0,1,5,9,10]		108869.0072107927		89800.23993895804
[0,1,5,9,11]		92710.48166513746		89800.23993895804
[0,1,5,9,12]		98115.28373207049		89800.23993895804
[0,1,5,9,13]		97259.19697049473		89800.23993895804
[0,1,5,9,14]		109084.78342284485		89800.23993895804
[0,1,5,9,15]		109596.54405761225		89800.23993895804
[0,1,5,9,16]		99644.96856075471		89800.23993895804
[0,1,5,9,17]		93586.1021252071		89800.23993895804
[0,1,5,9,18]		96323.00240399438		89800.23993895804
[0,1,5,9,19]		109789.54167753155		89800.23993895804
[0,1,5,10,11]		92683.4707887082		89800.23993895804
[0,1,5,10,12]		98384.17883368614		89800.23993895804
[0,1,5,10,13]		97057.02109747521		89800.23993895804
[0,1,5,10,14]		108225.38062128822		89800.23993895804
[0,1,5,10,15]		108786.02892863635		89800.23993895804
[0,1,5,10,16]		100124.08756177952		89800.23993895804
[0,1,5,10,17]		93203.20066582652		89800.23993895804
[0,1,5,10,18]		96734.25172050073		89800.23993895804
[0,1,5,10,19]		108942.93553627908		89800.23993895804
[0,1,5,11,12]		92033.69816382808		89800.23993895804
[0,1,5,11,13]		94767.45829763538		89800.23993895804
[0,1,5,11,14]		94712.53368662803		89800.23993895804
[0,1,5,11,15]		94868.8197302023		89800.23993895804
[0,1,5,11,16]		92121.15684739182		89800.23993895804
[0,1,5,11,17]		92368.5937369842		89800.23993895804
[0,1,5,11,18]		91526.3902518561		89800.23993895804
[0,1,5,11,19]		92435.27768986672		89800.23993895804
[0,1,5,12,13]		94388.86890688207		89800.23993895804
[0,1,5,12,14]		99222.90511919867		89800.23993895804
[0,1,5,12,15]		99459.77099104392		89800.23993895804
[0,1,5,12,16]		96945.1331649859		89800.23993895804
[0,1,5,12,17]		90420.73540380469		89800.23993895804
[0,1,5,12,18]		99308.3520781133		89800.23993895804
[0,1,5,12,19]		97795.09048587001		89800.23993895804
[0,1,5,13,14]		99371.52647369531		89800.23993895804
[0,1,5,13,15]		99208.09747122061		89800.23993895804
[0,1,5,13,16]		94645.57962967298		89800.23993895804
[0,1,5,13,17]		95733.00086427321		89800.23993895804
[0,1,5,13,18]		93658.76457763935		89800.23993895804
[0,1,5,13,19]		96800.17059928438		89800.23993895804
[0,1,5,14,15]		110768.41387904626		89800.23993895804
[0,1,5,14,16]		100204.27536051178		89800.23993895804
[0,1,5,14,17]		95565.93180510607		89800.23993895804
[0,1,5,14,18]		97534.69759970592		89800.23993895804
[0,1,5,14,19]		108443.450685096		89800.23993895804
[0,1,5,15,16]		100688.52912858425		89800.23993895804
[0,1,5,15,17]		95803.97970387166		89800.23993895804
[0,1,5,15,18]		97845.69957868234		89800.23993895804
[0,1,5,15,19]		109004.65775296825		89800.23993895804
[0,1,5,16,17]		90913.25702424425		89800.23993895804
[0,1,5,16,18]		95982.78878191416		89800.23993895804
[0,1,5,16,19]		99629.47789716741		89800.23993895804
[0,1,5,17,18]		89575.08694802833		89800.23993895804
[0,1,5,17,19]		93113.06965628412		89800.23993895804
[0,1,5,18,19]		96142.41477432394		89800.23993895804
[0,1,6,7,8]		99506.35704146644		89800.23993895804
[0,1,6,7,9]		96079.96582116571		89800.23993895804
[0,1,6,7,10]		97085.73352928093		89800.23993895804
[0,1,6,7,11]		101184.16073697947		89800.23993895804
[0,1,6,7,12]		99727.66025180138		89800.23993895804
[0,1,6,7,13]		107513.7738503909		89800.23993895804
[0,1,6,7,14]		108131.9232949428		89800.23993895804
[0,1,6,7,15]		107341.52676097129		89800.23993895804
[0,1,6,7,16]		98441.73312450974		89800.23993895804
[0,1,6,7,17]		108773.36931504785		89800.23993895804
[0,1,6,7,18]		98553.92445518501		89800.23993895804
[0,1,6,7,19]		93447.69241542096		89800.23993895804
[0,1,6,8,9]		119594.30429678499		89800.23993895804
[0,1,6,8,10]		115449.036452766		89800.23993895804
[0,1,6,8,11]		97497.0423048656		89800.23993895804
[0,1,6,8,12]		106124.54038157656		89800.23993895804
[0,1,6,8,13]		104240.10430477458		89800.23993895804
[0,1,6,8,14]		124587.90246483473		89800.23993895804
[0,1,6,8,15]		120848.55961062062		89800.23993895804
[0,1,6,8,16]		106553.43711355436		89800.23993895804
[0,1,6,8,17]		99506.35704146641		89800.23993895804
[0,1,6,8,18]		104118.50076235837		89800.23993895804
[0,1,6,8,19]		111998.6516339682		89800.23993895804
[0,1,6,9,10]		113549.86506273945		89800.23993895804
[0,1,6,9,11]		94577.49960585177		89800.23993895804
[0,1,6,9,12]		102186.14689316686		89800.23993895804
[0,1,6,9,13]		100603.73430150996		89800.23993895804
[0,1,6,9,14]		118199.34647353854		89800.23993895804
[0,1,6,9,15]		115731.44820310496		89800.23993895804
[0,1,6,9,16]		103522.13659779241		89800.23993895804
[0,1,6,9,17]		96079.96582116571		89800.23993895804
[0,1,6,9,18]		100111.7388539906		89800.23993895804
[0,1,6,9,19]		111592.38313061878		89800.23993895804
[0,1,6,10,11]		95773.22438848195		89800.23993895804
[0,1,6,10,12]		103714.60682638182		89800.23993895804
[0,1,6,10,13]		101126.97573441356		89800.23993895804
[0,1,6,10,14]		115464.45662643676		89800.23993895804
[0,1,6,10,15]		113515.10599568218		89800.23993895804
[0,1,6,10,16]		105332.4673772764		89800.23993895804
[0,1,6,10,17]		97085.73352928093		89800.23993895804
[0,1,6,10,18]		101854.19994895611		89800.23993895804
[0,1,6,10,19]		110846.0903116551		89800.23993895804
[0,1,6,11,12]		100061.46660349416		89800.23993895804
[0,1,6,11,13]		103356.48697221538		89800.23993895804
[0,1,6,11,14]		104049.36201804513		89800.23993895804
[0,1,6,11,15]		102943.71748453515		89800.23993895804
[0,1,6,11,16]		98726.06687401475		89800.23993895804
